5.798744094536872895e-01,7.513174303726720682e-01,3.019887815375693063e-01
2.429675991998469786e-01,4.710829124389662170e-01,6.297213686271039279e-01
-8.705968877674733486e-01,1.002709379266425671e+00,8.986059832329507113e-01
6.429366855489399013e-01,1.043603461145339750e+00,1.550529384974864422e-01
7.922221126209236797e-01,1.489013443166080197e+00,-1.107432572819642275e-01
7.270982268912884461e-01,1.279927805837254073e+00,6.426126909923568498e-02
-4.802714755446598205e-01,8.435171742790038563e-01,8.489713688418311088e-01
1.911361109968300886e-01,3.853850957799374588e-01,8.513859456920536140e-01
8.231326977005251067e-01,1.823132697700525107e+00,-6.419264604028868115e-01
8.442632028407309752e-01,1.794160273203998734e+00,-6.879539370290207456e-01
-7.543507547328335283e-01,1.004196284922829863e+00,8.572709563873873728e-01
8.117010528475990805e-01,-6.017885863483474207e-01,1.803032775858477876e+00
-8.230659433205540498e-01,1.003802200711350290e+00,8.804782255670133839e-01
6.383368696828278788e-01,8.645069657054581524e-01,2.402840484801107013e-01
5.249911419812209878e-01,8.965037385645013845e-01,2.192295090372992639e-01
6.394341610005099819e-01,7.741716680670196471e-01,2.944216889743863641e-01
-2.612782491467217638e-01,7.087144424552594968e-01,1.021375748183174670e+00
4.461869912424395457e-01,6.634953749563634595e-01,3.635320016638523555e-01
8.025598688561925709e-01,1.530194423407034821e+00,-1.736032919314417500e-01
4.222944381825027294e-01,2.673287797012305345e-01,8.262779116991691986e-01
3.409587505342286939e-01,1.016483349654618173e+00,2.190897989097252974e-01
6.437014026873710826e-01,1.643298840554288098e+00,-1.026150339077525897e-01
7.401645403400722856e-01,1.740164540340072286e+00,-3.575290737926991036e-01
-1.747028428163112102e-01,9.761875287794198330e-01,6.805486226437709174e-01
-7.490205130421218049e-01,1.005630010395218044e+00,8.555632199955013339e-01
7.820700674651874795e-01,-4.985275805994398013e-01,1.774498510871304502e+00
2.574127861975383236e-01,3.456708161696455117e-01,8.120128661519563362e-01
9.521982572203934181e-01,-9.333138886738574502e-01,1.897523550042179874e+00
5.310206576185916294e-01,5.328399427073268191e-01,4.690800326319437552e-01
-7.103090189055947246e-01,1.003692041606739860e+00,8.435299969468741388e-01
7.490177168086060711e-01,1.741705197977810204e+00,-3.860818007720232536e-01
9.802034642652350527e-02,6.468287000606403048e-01,6.499016208691245078e-01
-7.551086955319432636e-01,8.575342779640044988e-01,1.002697725279781293e+00
-4.976384871135206001e-01,7.818875713970675490e-01,1.003875404374701130e+00
-8.182737977530593065e-01,9.859961231734003517e-01,8.800543112300577286e-01
4.134249851993844760e-01,4.366800233483644211e-01,5.769626600863332344e-01
-1.161716955581924143e-01,9.198647255269418732e-01,6.686485148801982747e-01
8.864335107129491798e-01,1.882845086504492560e+00,-8.391872074067823206e-01
-5.517677611155831219e-01,1.011432905055700493e+00,7.971847398779032812e-01
8.174228177037468068e-01,-6.210338525137292232e-01,1.805667469178212192e+00
5.395095550532095219e-01,1.296682870865467629e-01,1.121899942925922211e+00
8.752601851497853191e-01,1.859400088733494272e+00,-8.055299361639389755e-01
9.962061594978893764e-01,-9.997661480110727750e-01,1.994227434824896061e+00
-3.746923591441468915e-01,1.018660941730851865e+00,7.454508267581304581e-01
8.820679794997017265e-01,-8.274592158727878122e-01,1.881172216764269045e+00
-4.572243360406209045e-01,7.865230450396850648e-01,9.265820730013502038e-01
5.978798955202211385e-01,1.129235340742219096e+00,1.221312299733679635e-01
6.753053247533178371e-01,1.598142815276964113e+00,-1.529968135344526581e-01
4.161373613970862917e-01,1.427370125905691733e-01,1.204123877409537524e+00
9.174891548528577578e-01,1.842711013403195430e+00,-8.473719909583086185e-01
4.308843194133855914e-02,1.065308531123883906e+00,5.371956730742352137e-01
